datetime,PIR
2013-08-28 14:06:41,0.0
2013-08-28 14:06:51,0.0
2013-08-28 14:07:01,0.0
2013-08-28 14:07:11,0.0
2013-08-28 14:07:21,0.0
2013-08-28 14:07:31,0.0
2013-08-28 14:07:41,0.0
2013-08-28 14:07:51,0.0
2013-08-28 14:08:01,0.0
2013-08-28 14:08:11,0.0
2013-08-28 14:08:21,0.0
2013-08-28 14:08:31,0.0
2013-08-28 14:08:41,0.0
2013-08-28 14:08:51,0.0
2013-08-28 14:09:02,0.0
2013-08-28 14:09:11,0.0
2013-08-28 14:09:21,0.0
2013-08-28 14:09:31,0.0
2013-08-28 14:09:41,0.0
2013-08-28 14:09:51,0.0
2013-08-28 14:10:01,0.0
2013-08-28 14:10:11,0.0
2013-08-28 14:10:21,0.0
2013-08-28 14:10:31,0.0
2013-08-28 14:10:41,0.0
2013-08-28 14:10:51,0.0
2013-08-28 14:11:01,0.0
2013-08-28 14:11:11,0.0
2013-08-28 14:11:21,0.0
2013-08-28 14:11:31,0.0
2013-08-28 14:11:41,0.0
2013-08-28 14:11:51,0.0
2013-08-28 14:12:01,0.0
2013-08-28 14:12:11,0.0
2013-08-28 14:12:21,0.0
2013-08-28 14:12:31,0.0
2013-08-28 14:12:41,0.0
2013-08-28 14:12:51,0.0
2013-08-28 14:13:01,0.0
2013-08-28 14:13:11,0.0
2013-08-28 14:13:21,0.0
2013-08-28 14:13:31,0.0
2013-08-28 14:13:41,0.0
2013-08-28 14:13:51,0.0
2013-08-28 14:14:01,0.0
2013-08-28 14:14:11,0.0
2013-08-28 14:14:21,0.0
2013-08-28 14:14:31,0.0
2013-08-28 14:14:41,0.0
2013-08-28 14:14:51,0.0
2013-08-28 14:15:01,0.0
2013-08-28 14:15:11,0.0
2013-08-28 14:15:21,0.0
2013-08-28 14:15:31,0.0
2013-08-28 14:15:41,0.0
2013-08-28 14:15:51,0.0
2013-08-28 14:16:01,0.0
2013-08-28 14:16:11,0.0
2013-08-28 14:16:21,0.0
2013-08-28 14:16:31,0.0
2013-08-28 14:16:41,0.0
2013-08-28 14:16:51,0.0
2013-08-28 14:17:01,0.0
2013-08-28 14:17:11,0.0
2013-08-28 14:17:21,0.0
2013-08-28 14:17:31,0.0
2013-08-28 14:17:41,0.0
2013-08-28 14:17:51,0.0
2013-08-28 14:18:01,0.0
2013-08-28 14:18:11,0.0
2013-08-28 14:18:21,0.0
2013-08-28 14:18:31,0.0
2013-08-28 14:18:41,0.0
2013-08-28 14:18:51,0.0
2013-08-28 14:19:01,0.0
2013-08-28 14:19:11,0.0
2013-08-28 14:19:21,0.0
2013-08-28 14:19:31,0.0
2013-08-28 14:19:41,0.0
2013-08-28 14:19:51,0.0
2013-08-28 14:20:01,0.0
2013-08-28 14:20:11,0.0
2013-08-28 14:20:21,0.0
2013-08-28 14:20:31,0.0
2013-08-28 14:20:41,0.0
2013-08-28 14:20:51,0.0
2013-08-28 14:21:01,0.0
2013-08-28 14:21:11,0.0
2013-08-28 14:21:21,0.0
2013-08-28 14:21:31,0.0
2013-08-28 14:21:41,0.0
2013-08-28 14:21:51,0.0
2013-08-28 14:22:01,0.0
2013-08-28 14:22:11,0.0
2013-08-28 14:22:21,0.0
2013-08-28 14:22:31,0.0
2013-08-28 14:22:41,0.0
2013-08-28 14:22:51,0.0
2013-08-28 14:23:01,0.0
2013-08-28 14:23:11,0.0
2013-08-28 14:23:21,0.0
2013-08-28 14:23:31,0.0
2013-08-28 14:23:41,0.0
2013-08-28 14:23:51,0.0
2013-08-28 14:24:01,0.0
2013-08-28 14:24:11,0.0
2013-08-28 14:24:21,0.0
2013-08-28 14:24:31,0.0
2013-08-28 14:24:41,0.0
2013-08-28 14:24:51,0.0
2013-08-28 14:25:01,0.0
2013-08-28 14:25:11,0.0
2013-08-28 14:25:21,0.0
2013-08-28 14:25:31,0.0
2013-08-28 14:25:41,0.0
2013-08-28 14:25:51,0.0
2013-08-28 14:26:01,0.0
2013-08-28 14:26:11,0.0
2013-08-28 14:26:21,0.0
2013-08-28 14:26:31,0.0
2013-08-28 14:26:41,0.0
2013-08-28 14:26:51,0.0
2013-08-28 14:27:01,0.0
2013-08-28 14:27:11,0.0
2013-08-28 14:27:21,0.0
2013-08-28 14:27:31,0.0
2013-08-28 14:27:41,0.0
2013-08-28 14:27:51,0.0
2013-08-28 14:28:01,0.0
2013-08-28 14:28:11,0.0
2013-08-28 14:28:21,0.0
2013-08-28 14:28:31,0.0
2013-08-28 14:28:41,0.0
2013-08-28 14:28:51,0.0
2013-08-28 14:29:01,0.0
2013-08-28 14:29:11,0.0
2013-08-28 14:29:21,0.0
2013-08-28 14:29:31,0.0
2013-08-28 14:29:41,0.0
2013-08-28 14:29:51,0.0
2013-08-28 14:30:01,0.0
2013-08-28 14:30:11,0.0
2013-08-28 14:30:21,0.0
2013-08-28 14:30:31,0.0
2013-08-28 14:30:41,0.0
2013-08-28 14:30:51,0.0
2013-08-28 14:31:01,0.0
2013-08-28 14:31:11,0.0
2013-08-28 14:31:21,0.0
2013-08-28 14:31:31,0.0
2013-08-28 14:31:41,0.0
2013-08-28 14:31:51,0.0
2013-08-28 14:32:01,0.0
2013-08-28 14:32:11,0.0
2013-08-28 14:32:21,0.0
2013-08-28 14:32:31,0.0
2013-08-28 14:32:41,0.0
2013-08-28 14:32:51,0.0
2013-08-28 14:33:01,0.0
2013-08-28 14:33:11,0.0
2013-08-28 14:33:21,0.0
2013-08-28 14:33:31,0.0
2013-08-28 14:33:41,0.0
2013-08-28 14:33:51,0.0
2013-08-28 14:34:01,0.0
2013-08-28 14:34:11,0.0
2013-08-28 14:34:21,0.0
2013-08-28 14:34:31,0.0
2013-08-28 14:34:41,0.0
2013-08-28 14:34:51,0.0
2013-08-28 14:35:01,0.0
2013-08-28 14:35:11,0.0
2013-08-28 14:35:21,0.0
2013-08-28 14:35:31,0.0
2013-08-28 14:35:41,0.0
2013-08-28 14:35:51,0.0
2013-08-28 14:36:01,0.0
2013-08-28 14:36:11,0.0
2013-08-28 14:36:21,0.0
2013-08-28 14:36:31,0.0
2013-08-28 14:36:41,0.0
2013-08-28 14:36:51,0.0
2013-08-28 14:37:01,0.0
2013-08-28 14:37:11,0.0
2013-08-28 14:37:21,0.0
2013-08-28 14:37:31,0.0
2013-08-28 14:37:41,0.0
2013-08-28 14:37:51,0.0
2013-08-28 14:38:01,0.0
2013-08-28 14:38:11,0.0
2013-08-28 14:38:21,0.0
2013-08-28 14:38:31,0.0
2013-08-28 14:38:41,0.0
2013-08-28 14:38:51,0.0
2013-08-28 14:39:01,0.0
2013-08-28 14:39:11,0.0
2013-08-28 14:39:21,0.0
2013-08-28 14:39:31,0.0
2013-08-28 14:39:41,0.0
2013-08-28 14:39:51,0.0
2013-08-28 14:40:01,0.0
2013-08-28 14:40:11,0.0
2013-08-28 14:40:21,0.0
2013-08-28 14:40:31,0.0
2013-08-28 14:40:41,0.0
2013-08-28 14:40:51,0.0
2013-08-28 14:41:01,0.0
2013-08-28 14:41:11,0.0
2013-08-28 14:41:21,0.0
2013-08-28 14:41:31,0.0
2013-08-28 14:41:41,0.0
2013-08-28 14:41:51,0.0
2013-08-28 14:42:01,0.0
2013-08-28 14:42:11,0.0
2013-08-28 14:42:21,0.0
2013-08-28 14:42:31,0.0
2013-08-28 14:42:41,0.0
2013-08-28 14:42:51,0.0
2013-08-28 14:43:01,0.0
2013-08-28 14:43:11,0.0
2013-08-28 14:43:21,0.0
2013-08-28 14:43:31,0.0
2013-08-28 14:43:41,0.0
2013-08-28 14:43:51,0.0
2013-08-28 14:44:01,0.0
2013-08-28 14:44:11,0.0
2013-08-28 14:44:21,0.0
2013-08-28 14:44:31,0.0
2013-08-28 14:44:41,0.0
2013-08-28 14:44:51,0.0
2013-08-28 14:45:01,0.0
2013-08-28 14:45:11,0.0
2013-08-28 14:45:21,0.0
2013-08-28 14:45:31,0.0
2013-08-28 14:45:41,0.0
2013-08-28 14:45:51,0.0
2013-08-28 14:46:01,0.0
2013-08-28 14:46:11,0.0
2013-08-28 14:46:21,0.0
2013-08-28 14:46:31,0.0
2013-08-28 14:46:41,0.0
2013-08-28 14:46:51,0.0
2013-08-28 14:47:01,0.0
2013-08-28 14:47:11,0.0
2013-08-28 14:47:21,0.0
2013-08-28 14:47:31,0.0
2013-08-28 14:47:41,0.0
2013-08-28 14:47:51,0.0
2013-08-28 14:48:01,0.0
2013-08-28 14:48:11,0.0
2013-08-28 14:48:21,0.0
2013-08-28 14:48:31,0.0
2013-08-28 14:48:41,0.0
2013-08-28 14:48:51,0.0
2013-08-28 14:49:01,0.0
2013-08-28 14:49:11,0.0
2013-08-28 14:49:21,0.0
2013-08-28 14:49:31,0.0
2013-08-28 14:49:41,0.0
2013-08-28 14:49:51,0.0
2013-08-28 14:50:01,0.0
2013-08-28 14:50:11,0.0
2013-08-28 14:50:21,0.0
2013-08-28 14:50:31,0.0
2013-08-28 14:50:41,0.0
2013-08-28 14:50:51,0.0
2013-08-28 14:51:01,0.0
2013-08-28 14:51:11,0.0
2013-08-28 14:51:21,0.0
2013-08-28 14:51:31,0.0
2013-08-28 14:51:41,0.0
2013-08-28 14:51:51,0.0
2013-08-28 14:52:01,0.0
2013-08-28 14:52:11,0.0
2013-08-28 14:52:21,0.0
2013-08-28 14:52:31,0.0
2013-08-28 14:52:41,0.0
2013-08-28 14:52:51,0.0
2013-08-28 14:53:01,0.0
2013-08-28 14:53:11,0.0
2013-08-28 14:53:21,0.0
2013-08-28 14:53:31,0.0
2013-08-28 14:53:41,0.0
2013-08-28 14:53:51,0.0
2013-08-28 14:54:01,0.0
2013-08-28 14:54:11,0.0
2013-08-28 14:54:21,0.0
2013-08-28 14:54:31,0.0
2013-08-28 14:54:41,0.0
2013-08-28 14:54:51,0.0
2013-08-28 14:55:01,0.0
2013-08-28 14:55:11,0.0
2013-08-28 14:55:21,0.0
2013-08-28 14:55:31,0.0
2013-08-28 14:55:41,0.0
2013-08-28 14:55:51,0.0
2013-08-28 14:56:01,0.0
2013-08-28 14:56:11,0.0
2013-08-28 14:56:21,0.0
2013-08-28 14:56:31,0.0
2013-08-28 14:56:41,0.0
2013-08-28 14:56:51,0.0
2013-08-28 14:57:01,0.0
2013-08-28 14:57:11,0.0
2013-08-28 14:57:21,0.0
2013-08-28 14:57:31,0.0
2013-08-28 14:57:41,0.0
2013-08-28 14:57:51,0.0
2013-08-28 14:58:01,0.0
2013-08-28 14:58:11,0.0
2013-08-28 14:58:21,0.0
2013-08-28 14:58:31,0.0
2013-08-28 14:58:41,0.0
2013-08-28 14:58:51,0.0
2013-08-28 14:59:01,0.0
2013-08-28 14:59:11,0.0
2013-08-28 14:59:21,0.0
2013-08-28 14:59:31,0.0
2013-08-28 14:59:41,0.0
2013-08-28 14:59:51,0.0
2013-08-28 15:00:01,0.0
2013-08-28 15:00:11,0.0
2013-08-28 15:00:21,0.0
2013-08-28 15:00:31,0.0
2013-08-28 15:00:41,0.0
2013-08-28 15:00:51,0.0
2013-08-28 15:01:01,0.0
2013-08-28 15:01:11,0.0
2013-08-28 15:01:21,0.0
2013-08-28 15:01:31,0.0
2013-08-28 15:01:41,0.0
2013-08-28 15:01:51,0.0
2013-08-28 15:02:01,0.0
2013-08-28 15:02:11,0.0
2013-08-28 15:02:21,0.0
2013-08-28 15:02:31,0.0
2013-08-28 15:02:41,0.0
2013-08-28 15:02:51,0.0
2013-08-28 15:03:01,0.0
2013-08-28 15:03:11,0.0
2013-08-28 15:03:21,0.0
2013-08-28 15:03:31,0.0
2013-08-28 15:03:41,0.0
2013-08-28 15:03:51,0.0
2013-08-28 15:04:01,0.0
2013-08-28 15:04:11,0.0
2013-08-28 15:04:21,0.0
2013-08-28 15:04:31,0.0
2013-08-28 15:04:41,0.0
2013-08-28 15:04:51,0.0
2013-08-28 15:05:01,0.0
2013-08-28 15:05:11,0.0
2013-08-28 15:05:21,0.0
2013-08-28 15:05:31,0.0
2013-08-28 15:05:41,0.0
2013-08-28 15:05:51,0.0
2013-08-28 15:06:01,0.0
2013-08-28 15:06:11,0.0
2013-08-28 15:06:21,0.0
2013-08-28 15:06:31,0.0
2013-08-28 15:06:41,0.0
2013-08-28 15:06:51,0.0
2013-08-28 15:07:01,0.0
2013-08-28 15:07:11,0.0
2013-08-28 15:07:21,0.0
2013-08-28 15:07:31,0.0
2013-08-28 15:07:41,0.0
2013-08-28 15:07:51,0.0
2013-08-28 15:08:01,0.0
2013-08-28 15:08:11,0.0
2013-08-28 15:08:21,0.0
2013-08-28 15:08:31,0.0
2013-08-28 15:08:41,0.0
2013-08-28 15:08:51,0.0
2013-08-28 15:09:01,0.0
2013-08-28 15:09:11,0.0
2013-08-28 15:09:21,0.0
2013-08-28 15:09:31,0.0
2013-08-28 15:09:41,0.0
2013-08-28 15:09:51,0.0
2013-08-28 15:10:01,0.0
2013-08-28 15:10:11,0.0
2013-08-28 15:10:21,0.0
2013-08-28 15:10:31,0.0
2013-08-28 15:10:41,0.0
2013-08-28 15:10:51,0.0
2013-08-28 15:11:01,0.0
2013-08-28 15:11:11,0.0
2013-08-28 15:11:21,0.0
2013-08-28 15:11:31,0.0
2013-08-28 15:11:41,0.0
2013-08-28 15:11:51,0.0
2013-08-28 15:12:01,0.0
2013-08-28 15:12:11,0.0
2013-08-28 15:12:21,0.0
2013-08-28 15:12:31,0.0
2013-08-28 15:12:41,0.0
2013-08-28 15:12:51,0.0
2013-08-28 15:13:01,0.0
2013-08-28 15:13:11,0.0
2013-08-28 15:13:21,0.0
2013-08-28 15:13:31,0.0
2013-08-28 15:13:41,0.0
2013-08-28 15:13:51,0.0
2013-08-28 15:14:01,0.0
2013-08-28 15:14:11,0.0
2013-08-28 15:14:21,0.0
2013-08-28 15:14:31,0.0
2013-08-28 15:14:41,0.0
2013-08-28 15:14:51,0.0
2013-08-28 15:15:01,0.0
2013-08-28 15:15:11,0.0
2013-08-28 15:15:21,0.0
2013-08-28 15:15:31,0.0
2013-08-28 15:15:41,0.0
2013-08-28 15:15:51,0.0
2013-08-28 15:16:01,0.0
2013-08-28 15:16:11,0.0
2013-08-28 15:16:21,0.0
2013-08-28 15:16:31,0.0
2013-08-28 15:16:41,0.0
2013-08-28 15:16:51,0.0
2013-08-28 15:17:01,0.0
2013-08-28 15:17:11,0.0
2013-08-28 15:17:21,0.0
2013-08-28 15:17:31,0.0
2013-08-28 15:17:41,0.0
2013-08-28 15:17:51,0.0
2013-08-28 15:18:01,0.0
2013-08-28 15:18:11,0.0
2013-08-28 15:18:21,0.0
2013-08-28 15:18:31,0.0
2013-08-28 15:18:41,0.0
2013-08-28 15:18:51,0.0
2013-08-28 15:19:01,0.0
2013-08-28 15:19:11,0.0
2013-08-28 15:19:21,0.0
2013-08-28 15:19:31,0.0
2013-08-28 15:19:41,0.0
2013-08-28 15:19:51,0.0
2013-08-28 15:20:01,0.0
2013-08-28 15:20:11,0.0
2013-08-28 15:20:21,0.0
2013-08-28 15:20:31,0.0
2013-08-28 15:20:41,0.0
2013-08-28 15:20:51,0.0
2013-08-28 15:21:01,0.0
2013-08-28 15:21:11,0.0
2013-08-28 15:21:21,0.0
2013-08-28 15:21:31,0.0
2013-08-28 15:21:41,0.0
2013-08-28 15:21:51,0.0
2013-08-28 15:22:01,0.0
2013-08-28 15:22:11,0.0
2013-08-28 15:22:21,0.0
2013-08-28 15:22:31,0.0
2013-08-28 15:22:41,0.0
2013-08-28 15:22:51,0.0
2013-08-28 15:23:01,0.0
2013-08-28 15:23:11,0.0
2013-08-28 15:23:21,0.0
2013-08-28 15:23:31,0.0
2013-08-28 15:23:41,0.0
2013-08-28 15:23:51,0.0
2013-08-28 15:24:01,0.0
2013-08-28 15:24:11,0.0
2013-08-28 15:24:21,0.0
2013-08-28 15:24:31,0.0
2013-08-28 15:24:41,0.0
2013-08-28 15:24:51,0.0
2013-08-28 15:25:01,0.0
2013-08-28 15:25:11,0.0
2013-08-28 15:25:21,0.0
2013-08-28 15:25:31,0.0
2013-08-28 15:25:41,0.0
2013-08-28 15:25:51,0.0
2013-08-28 15:26:01,0.0
2013-08-28 15:26:11,0.0
2013-08-28 15:26:21,0.0
2013-08-28 15:26:31,0.0
2013-08-28 15:26:41,0.0
2013-08-28 15:26:51,0.0
2013-08-28 15:27:01,0.0
2013-08-28 15:27:11,0.0
2013-08-28 15:27:21,0.0
2013-08-28 15:27:31,0.0
2013-08-28 15:27:41,0.0
2013-08-28 15:27:51,0.0
2013-08-28 15:28:01,0.0
2013-08-28 15:28:11,0.0
2013-08-28 15:28:21,0.0
2013-08-28 15:28:31,0.0
2013-08-28 15:28:41,0.0
2013-08-28 15:28:51,0.0
2013-08-28 15:29:01,0.0
2013-08-28 15:29:11,0.0
2013-08-28 15:29:21,0.0
2013-08-28 15:29:31,0.0
2013-08-28 15:29:41,0.0
2013-08-28 15:29:51,0.0
2013-08-28 15:30:01,0.0
2013-08-28 15:30:11,0.0
2013-08-28 15:30:21,0.0
2013-08-28 15:30:31,0.0
2013-08-28 15:30:41,0.0
2013-08-28 15:30:51,0.0
2013-08-28 15:31:01,0.0
2013-08-28 15:31:11,0.0
2013-08-28 15:31:21,0.0
2013-08-28 15:31:31,0.0
2013-08-28 15:31:41,0.0
2013-08-28 15:31:51,0.0
2013-08-28 15:32:01,0.0
2013-08-28 15:32:11,0.0
2013-08-28 15:32:21,0.0
2013-08-28 15:32:31,0.0
2013-08-28 15:32:41,0.0
2013-08-28 15:32:51,0.0
2013-08-28 15:33:01,0.0
2013-08-28 15:33:11,0.0
2013-08-28 15:33:21,0.0
2013-08-28 15:33:31,0.0
2013-08-28 15:33:41,0.0
2013-08-28 15:33:51,0.0
2013-08-28 15:34:01,0.0
2013-08-28 15:34:11,0.0
2013-08-28 15:34:21,0.0
2013-08-28 15:34:31,0.0
2013-08-28 15:34:41,0.0
2013-08-28 15:34:51,0.0
2013-08-28 15:35:01,0.0
2013-08-28 15:35:11,0.0
2013-08-28 15:35:21,0.0
2013-08-28 15:35:31,0.0
2013-08-28 15:35:41,0.0
2013-08-28 15:35:51,0.0
2013-08-28 15:36:01,0.0
2013-08-28 15:36:11,0.0
2013-08-28 15:36:21,0.0
2013-08-28 15:36:31,0.0
2013-08-28 15:36:41,0.0
2013-08-28 15:36:51,0.0
2013-08-28 15:37:01,0.0
2013-08-28 15:37:11,0.0
2013-08-28 15:37:21,0.0
2013-08-28 15:37:31,0.0
2013-08-28 15:37:41,0.0
2013-08-28 15:37:51,0.0
2013-08-28 15:38:01,0.0
2013-08-28 15:38:11,0.0
2013-08-28 15:38:21,0.0
2013-08-28 15:38:31,0.0
2013-08-28 15:38:41,0.0
2013-08-28 15:38:51,0.0
2013-08-28 15:39:01,0.0
2013-08-28 15:39:11,0.0
2013-08-28 15:39:21,0.0
2013-08-28 15:39:31,0.0
2013-08-28 15:39:41,0.0
2013-08-28 15:39:51,0.0
2013-08-28 15:40:01,0.0
2013-08-28 15:40:11,0.0
2013-08-28 15:40:21,0.0
2013-08-28 15:40:31,0.0
2013-08-28 15:40:41,0.0
2013-08-28 15:40:51,0.0
2013-08-28 15:41:01,0.0
2013-08-28 15:41:11,0.0
2013-08-28 15:41:21,0.0
2013-08-28 15:41:31,0.0
2013-08-28 15:41:41,0.0
2013-08-28 15:41:51,0.0
2013-08-28 15:42:01,0.0
2013-08-28 15:42:11,0.0
2013-08-28 15:42:21,0.0
2013-08-28 15:42:31,0.0
2013-08-28 15:42:41,0.0
2013-08-28 15:42:51,0.0
2013-08-28 15:43:01,0.0
2013-08-28 15:43:11,0.0
2013-08-28 15:43:21,0.0
2013-08-28 15:43:31,0.0
2013-08-28 15:43:41,0.0
2013-08-28 15:43:51,0.0
2013-08-28 15:44:01,0.0
2013-08-28 15:44:11,0.0
2013-08-28 15:44:21,0.0
2013-08-28 15:44:31,0.0
2013-08-28 15:44:41,0.0
2013-08-28 15:44:51,0.0
2013-08-28 15:45:01,0.0
2013-08-28 15:45:11,0.0
2013-08-28 15:45:21,0.0
2013-08-28 15:45:31,0.0
2013-08-28 15:45:41,0.0
2013-08-28 15:45:51,0.0
2013-08-28 15:46:01,0.0
2013-08-28 15:46:11,0.0
2013-08-28 15:46:21,0.0
2013-08-28 15:46:31,0.0
2013-08-28 15:46:41,0.0
2013-08-28 15:46:51,0.0
2013-08-28 15:47:01,0.0
2013-08-28 15:47:11,0.0
2013-08-28 15:47:21,0.0
2013-08-28 15:47:31,0.0
2013-08-28 15:47:41,0.0
2013-08-28 15:47:51,0.0
2013-08-28 15:48:01,0.0
2013-08-28 15:48:11,0.0
2013-08-28 15:48:21,0.0
2013-08-28 15:48:31,0.0
2013-08-28 15:48:41,0.0
2013-08-28 15:48:51,0.0
2013-08-28 15:49:01,0.0
2013-08-28 15:49:11,0.0
2013-08-28 15:49:21,0.0
2013-08-28 15:49:31,0.0
2013-08-28 15:49:41,0.0
2013-08-28 15:49:51,0.0
2013-08-28 15:50:01,0.0
2013-08-28 15:50:11,0.0
2013-08-28 15:50:21,0.0
2013-08-28 15:50:31,0.0
2013-08-28 15:50:41,0.0
2013-08-28 15:50:51,0.0
2013-08-28 15:51:01,0.0
2013-08-28 15:51:11,0.0
2013-08-28 15:51:21,0.0
2013-08-28 15:51:31,0.0
2013-08-28 15:51:41,0.0
2013-08-28 15:51:51,0.0
2013-08-28 15:52:01,0.0
2013-08-28 15:52:11,0.0
2013-08-28 15:52:21,0.0
2013-08-28 15:52:31,0.0
2013-08-28 15:52:41,0.0
2013-08-28 15:52:51,0.0
2013-08-28 15:53:01,0.0
2013-08-28 15:53:11,0.0
2013-08-28 15:53:21,0.0
2013-08-28 15:53:31,0.0
2013-08-28 15:53:41,0.0
2013-08-28 15:53:51,0.0
2013-08-28 15:54:01,0.0
2013-08-28 15:54:11,0.0
2013-08-28 15:54:21,0.0
2013-08-28 15:54:31,0.0
2013-08-28 15:54:41,0.0
2013-08-28 15:54:51,0.0
2013-08-28 15:55:01,0.0
2013-08-28 15:55:11,0.0
2013-08-28 15:55:21,0.0
2013-08-28 15:55:31,0.0
2013-08-28 15:55:41,0.0
2013-08-28 15:55:51,0.0
2013-08-28 15:56:01,0.0
2013-08-28 15:56:11,0.0
2013-08-28 15:56:21,0.0
2013-08-28 15:56:31,0.0
2013-08-28 15:56:41,0.0
2013-08-28 15:56:51,0.0
2013-08-28 15:57:01,0.0
2013-08-28 15:57:11,0.0
2013-08-28 15:57:21,0.0
2013-08-28 15:57:31,0.0
2013-08-28 15:57:41,0.0
2013-08-28 15:57:51,0.0
2013-08-28 15:58:01,0.0
2013-08-28 15:58:11,0.0
2013-08-28 15:58:21,0.0
2013-08-28 15:58:31,0.0
2013-08-28 15:58:41,0.0
2013-08-28 15:58:51,0.0
2013-08-28 15:59:01,0.0
2013-08-28 15:59:11,0.0
2013-08-28 15:59:21,0.0
2013-08-28 15:59:31,0.0
2013-08-28 15:59:41,0.0
2013-08-28 15:59:51,0.0
2013-08-28 16:00:01,0.0
2013-08-28 16:00:11,0.0
2013-08-28 16:00:21,0.0
2013-08-28 16:00:31,0.0
2013-08-28 16:00:41,0.0
2013-08-28 16:00:51,0.0
2013-08-28 16:01:01,0.0
2013-08-28 16:01:11,0.0
2013-08-28 16:01:21,0.0
2013-08-28 16:01:31,0.0
2013-08-28 16:01:41,0.0
2013-08-28 16:01:51,0.0
2013-08-28 16:02:01,0.0
2013-08-28 16:02:11,0.0
2013-08-28 16:02:21,0.0
2013-08-28 16:02:31,0.0
2013-08-28 16:02:41,0.0
2013-08-28 16:02:51,0.0
2013-08-28 16:03:01,0.0
2013-08-28 16:03:11,0.0
2013-08-28 16:03:21,0.0
2013-08-28 16:03:31,0.0
2013-08-28 16:03:41,0.0
2013-08-28 16:03:51,0.0
2013-08-28 16:04:01,0.0
2013-08-28 16:04:11,0.0
2013-08-28 16:04:21,0.0
2013-08-28 16:04:31,0.0
2013-08-28 16:04:41,0.0
2013-08-28 16:04:51,0.0
2013-08-28 16:05:01,0.0
2013-08-28 16:05:11,0.0
2013-08-28 16:05:21,0.0
2013-08-28 16:05:31,0.0
2013-08-28 16:05:41,0.0
2013-08-28 16:05:51,0.0
2013-08-28 16:06:01,0.0
2013-08-28 16:06:11,0.0
2013-08-28 16:06:21,0.0
2013-08-28 16:06:31,0.0
2013-08-28 16:06:41,0.0
2013-08-28 16:06:51,0.0
2013-08-28 16:07:01,0.0
2013-08-28 16:07:11,0.0
2013-08-28 16:07:21,0.0
2013-08-28 16:07:31,0.0
2013-08-28 16:07:41,0.0
2013-08-28 16:07:51,0.0
2013-08-28 16:08:01,0.0
2013-08-28 16:08:11,0.0
2013-08-28 16:08:21,0.0
2013-08-28 16:08:31,0.0
2013-08-28 16:08:41,0.0
2013-08-28 16:08:51,0.0
2013-08-28 16:09:01,0.0
2013-08-28 16:09:11,0.0
2013-08-28 16:09:21,0.0
2013-08-28 16:09:31,0.0
2013-08-28 16:09:41,0.0
2013-08-28 16:09:51,0.0
2013-08-28 16:10:01,0.0
2013-08-28 16:10:11,0.0
2013-08-28 16:10:21,0.0
2013-08-28 16:10:31,0.0
2013-08-28 16:10:41,0.0
2013-08-28 16:10:51,0.0
2013-08-28 16:11:01,0.0
2013-08-28 16:11:11,0.0
2013-08-28 16:11:21,0.0
2013-08-28 16:11:31,0.0
2013-08-28 16:11:41,0.0
2013-08-28 16:11:51,0.0
2013-08-28 16:12:01,0.0
2013-08-28 16:12:11,0.0
2013-08-28 16:12:21,0.0
2013-08-28 16:12:31,0.0
2013-08-28 16:12:41,0.0
2013-08-28 16:12:51,0.0
2013-08-28 16:13:01,0.0
2013-08-28 16:13:11,0.0
2013-08-28 16:13:21,0.0
2013-08-28 16:13:31,0.0
2013-08-28 16:13:41,0.0
2013-08-28 16:13:51,0.0
2013-08-28 16:14:01,0.0
2013-08-28 16:14:11,0.0
2013-08-28 16:14:21,0.0
2013-08-28 16:14:31,0.0
2013-08-28 16:14:41,0.0
2013-08-28 16:14:51,0.0
2013-08-28 16:15:01,0.0
2013-08-28 16:15:11,0.0
2013-08-28 16:15:21,0.0
2013-08-28 16:15:31,0.0
2013-08-28 16:15:41,0.0
2013-08-28 16:15:51,0.0
2013-08-28 16:16:01,0.0
2013-08-28 16:16:11,0.0
2013-08-28 16:16:21,0.0
2013-08-28 16:16:31,0.0
2013-08-28 16:16:41,0.0
2013-08-28 16:16:51,0.0
2013-08-28 16:17:01,0.0
2013-08-28 16:17:11,0.0
2013-08-28 16:17:21,0.0
2013-08-28 16:17:31,0.0
2013-08-28 16:17:41,0.0
2013-08-28 16:17:51,0.0
2013-08-28 16:18:01,0.0
2013-08-28 16:18:11,0.0
2013-08-28 16:18:21,0.0
2013-08-28 16:18:31,0.0
2013-08-28 16:18:41,0.0
2013-08-28 16:18:51,0.0
2013-08-28 16:19:01,0.0
2013-08-28 16:19:11,0.0
2013-08-28 16:19:21,0.0
2013-08-28 16:19:31,0.0
2013-08-28 16:19:41,0.0
2013-08-28 16:19:51,0.0
2013-08-28 16:20:01,0.0
2013-08-28 16:20:11,0.0
2013-08-28 16:20:21,0.0
2013-08-28 16:20:31,0.0
2013-08-28 16:20:41,0.0
2013-08-28 16:20:51,0.0
2013-08-28 16:21:01,0.0
2013-08-28 16:21:11,0.0
2013-08-28 16:21:21,0.0
2013-08-28 16:21:31,0.0
2013-08-28 16:21:41,0.0
2013-08-28 16:21:51,0.0
2013-08-28 16:22:01,0.0
2013-08-28 16:22:11,0.0
2013-08-28 16:22:21,0.0
2013-08-28 16:22:31,0.0
2013-08-28 16:22:41,0.0
2013-08-28 16:22:51,0.0
2013-08-28 16:23:01,0.0
2013-08-28 16:23:11,0.0
2013-08-28 16:23:21,0.0
2013-08-28 16:23:31,0.0
2013-08-28 16:23:41,0.0
